year,title,pmid,lastname,forename,initials,affiliation,lab
2014,Brd4 Is Essential for IL-1ë_-Induced Inflammation in Human Airway Epithelial Cells.,24759736,Adcock,Ian M,IM,"Airways Disease Section, National Heart &amp; Lung Institute, Imperial College London, London, United Kingdom.",
2014,The basal transcription machinery as a target for cancer therapy.,24576043,<lastname>VillicaÌ±a</lastname>,Claudia,C,None,
2014,The basal transcription machinery as a target for cancer therapy.,24576043,Cruz,Grisel,G,None,
2014,The basal transcription machinery as a target for cancer therapy.,24576043,Zurita,Mario,M,"<affiliation>Departament of Developmental Genetics, Instituto de BiotecnologÌ_a, Universidad Nacional AutÌ_noma de MÌ©xico, Mexico, Mexico. marioz@ibt.unam.mx.</affiliation>",
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Fiskus,Warren,W,"Authors' Affiliations: Houston Methodist Research Institute, Houston, Texas; Huntsman Cancer Institute, University of Utah, Salt Lake City, Utah; and Dana-Farber Cancer Institute, Boston, Massachusetts.",
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Sharma,Sunil,S,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Qi,Jun,J,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Valenta,John A,JA,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Schaub,Leasha J,LJ,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Shah,Bhavin,B,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Peth,Karissa,K,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Portier,Bryce P,BP,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Rodriguez,Melissa,M,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Devaraj,Santhana G T,SG,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Zhan,Ming,M,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Sheng,Jianting,J,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Iyer,Swaminathan P,SP,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Bradner,James E,JE,None,
2014,Highly active combination of BRD4 antagonist and histone deacetylase inhibitor against human acute myelogenous leukemia cells.,24435446,Bhalla,Kapil N,KN,None,
2014,Emerging strategies to deplete the HIV reservoir.,24296585,Archin,Nancie M,NM,"Institute for Global Health and Infectious Diseases, and Center for AIDS Research, University of North Carolina at Chapel Hill, School of Medicine, Chapel Hill, North Carolina, USA.",
2014,Emerging strategies to deplete the HIV reservoir.,24296585,Margolis,David M,DM,None,
2014,Testing a new formulation for Peste des Petits Ruminants vaccine in Ethiopia.,24631085,Silva,Ana Carina,AC,"<affiliation>Instituto de Biologia Experimental e TecnolÌ_gica (IBET), Animal Cell Technology Unit, Apartado 12, P-2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica-Universidade de Lisboa (ITQB-UNL), Animal Cell Technology Unit, Apartado 12, P-2781-901 Oeiras, Portugal.</affiliation>",
2014,Testing a new formulation for Peste des Petits Ruminants vaccine in Ethiopia.,24631085,Yami,Martha,M,"National Veterinary Institute (NVI), Debre Zeit, P.O. Box 19, Ethiopia.",
2014,Testing a new formulation for Peste des Petits Ruminants vaccine in Ethiopia.,24631085,Libeau,<forename>GeneviÌ¬ve</forename>,G,"CIRAD Department EMVT, Control of Exotic and Emerging Animal Diseases (UPR15), TA 30/G, Campus International de Baillarguet, 34398 Montpellier Cedex 05, France.",
2014,Testing a new formulation for Peste des Petits Ruminants vaccine in Ethiopia.,24631085,Carrondo,Manuel J T,MJ,"<affiliation>Instituto de Biologia Experimental e TecnolÌ_gica (IBET), Animal Cell Technology Unit, Apartado 12, P-2781-901 Oeiras, Portugal; FCT/UNL, LaboratÌ_rio de Engenharia BioquÌ_mica, P-2825 Monte da Caparica, Portugal.</affiliation>",
2014,Testing a new formulation for Peste des Petits Ruminants vaccine in Ethiopia.,24631085,Alves,Paula M,PM,"<affiliation>Instituto de Biologia Experimental e TecnolÌ_gica (IBET), Animal Cell Technology Unit, Apartado 12, P-2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica-Universidade de Lisboa (ITQB-UNL), Animal Cell Technology Unit, Apartado 12, P-2781-901 Oeiras, Portugal. Electronic address: marques@itqb.unl.pt.</affiliation>",
2014,Analysis of cocaine and nicotine metabolites in wastewater by liquid chromatography-tandem mass spectrometry. Cross abuse index patterns on a major community.,24200094,Lopes,Alvaro,A,"<affiliation>Faculty of Pharmacy, University of Lisbon, Av. Prof. Gama Pinto, 1649-003 Lisbon, Portugal; Instituto Superior de CiÌ»ncias da SaÌ_de Egas Moniz, Quinta da Granja, Monte de Caparica, 2829-511 Caparica, Portugal. Electronic address: atlopes@ff.ul.pt.</affiliation>",
2014,Analysis of cocaine and nicotine metabolites in wastewater by liquid chromatography-tandem mass spectrometry. Cross abuse index patterns on a major community.,24200094,Silva,Nuno,N,"iMed - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon, Av. Prof. Gama Pinto, 1649-003 Lisbon, Portugal.",
2014,Analysis of cocaine and nicotine metabolites in wastewater by liquid chromatography-tandem mass spectrometry. Cross abuse index patterns on a major community.,24200094,Bronze,M R,MR,"<affiliation>iMed - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon, Av. Prof. Gama Pinto, 1649-003 Lisbon, Portugal; IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; ITQB, Instituto de Tecnologia QuÌ_mica e BiolÌ_gica, Universidade Nova de Lisboa, Avenida da RepÌ_blica, EstaÌ_Ì£o AgronÌ_mica Nacional, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Analysis of cocaine and nicotine metabolites in wastewater by liquid chromatography-tandem mass spectrometry. Cross abuse index patterns on a major community.,24200094,Ferreira,<forename>JoÌ£o</forename>,J,"iMed - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon, Av. Prof. Gama Pinto, 1649-003 Lisbon, Portugal.",
2014,Analysis of cocaine and nicotine metabolites in wastewater by liquid chromatography-tandem mass spectrometry. Cross abuse index patterns on a major community.,24200094,Morais,<forename>JosÌ©</forename>,J,"iMed - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon, Av. Prof. Gama Pinto, 1649-003 Lisbon, Portugal.",
2014,Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation.,24860166,Itzen,Friederike,F,"Max Planck Institute of Molecular Physiology, Department of Physical Biochemistry, 44227 Dortmund, Germany.",
2014,Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation.,24860166,Greifenberg,Ann Katrin,AK,"Max Planck Institute of Molecular Physiology, Department of Physical Biochemistry, 44227 Dortmund, Germany Center of Advanced European Studies and Research (caesar), Group Physical Biochemistry, 53175 Bonn, Germany.",
2014,Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation.,24860166,<lastname>BÌ_sken</lastname>,Christian A,CA,"Max Planck Institute of Molecular Physiology, Department of Physical Biochemistry, 44227 Dortmund, Germany Center of Advanced European Studies and Research (caesar), Group Physical Biochemistry, 53175 Bonn, Germany.",
2014,Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation.,24860166,Geyer,Matthias,M,"Max Planck Institute of Molecular Physiology, Department of Physical Biochemistry, 44227 Dortmund, Germany Center of Advanced European Studies and Research (caesar), Group Physical Biochemistry, 53175 Bonn, Germany matthias.geyer@caesar.de.",
2014,Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking.,24767840,Zhao,Hongtao,H,"Department of Biochemistry, University of Zurich, Winterthurerstrasse 190, CH-8057 Zurich, Switzerland. Electronic address: h.zhao@bioc.uzh.ch.",
2014,Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking.,24767840,Gartenmann,Lisa,L,"Department of Biochemistry, University of Zurich, Winterthurerstrasse 190, CH-8057 Zurich, Switzerland.",
2014,Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking.,24767840,Dong,Jing,J,"Department of Biochemistry, University of Zurich, Winterthurerstrasse 190, CH-8057 Zurich, Switzerland.",
2014,Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking.,24767840,Spiliotopoulos,Dimitrios,D,"Department of Biochemistry, University of Zurich, Winterthurerstrasse 190, CH-8057 Zurich, Switzerland.",
2014,Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking.,24767840,Caflisch,Amedeo,A,"Department of Biochemistry, University of Zurich, Winterthurerstrasse 190, CH-8057 Zurich, Switzerland. Electronic address: caflisch@bioc.uzh.ch.",
2014,"BRD7, a tumor suppressor, interacts with p85ë± and regulates PI3K activity.",24657164,Chiu,Yu-Hsin,YH,"Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA; Division of Signal Transduction, Beth Israel Deaconess Medical Center, Boston, MA 02115, USA.",
2014,"BRD7, a tumor suppressor, interacts with p85ë± and regulates PI3K activity.",24657164,Lee,Jennifer Y,JY,"Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA; Division of Signal Transduction, Beth Israel Deaconess Medical Center, Boston, MA 02115, USA.",
2014,"BRD7, a tumor suppressor, interacts with p85ë± and regulates PI3K activity.",24657164,Cantley,Lewis C,LC,"Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA; Division of Signal Transduction, Beth Israel Deaconess Medical Center, Boston, MA 02115, USA; Department of Medicine, Weill Cornell Medical College, New York, NY 10065, USA. Electronic address: lcantley@med.cornell.edu.",
2014,Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer.,24592384,Chen,Ruichuan,R,"State Key Laboratory of Cellular Stress Biology, School of Life Sciences, Xiamen University, Xiamen, Fujian 361005, China.",
2014,Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer.,24592384,Yik,Jasper H N,JH,"Department of Orthopaedic Surgery, Lawrence J. Ellison Musculoskeletal Research Center, University of California at Davis Medical Center, Sacramento, CA 95817, USA.",
2014,Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer.,24592384,Lew,Qiao Jing,QJ,"<affiliation>Expression Engineering Group, Bioprocessing Technology Institute, A‰öÑSTAR (Agency for Science, Technology and Research), 20 Biopolis Way, No. 06-01, Singapore 138668.</affiliation>",
2014,Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer.,24592384,Chao,Sheng-Hao,SH,"<affiliation>Expression Engineering Group, Bioprocessing Technology Institute, A‰öÑSTAR (Agency for Science, Technology and Research), 20 Biopolis Way, No. 06-01, Singapore 138668 ; Department of Microbiology, National University of Singapore, Block MD4, 5 Science Drive 2, Singapore 117597.</affiliation>",
2014,Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells.,24520288,Wang,Ju-Bo,JB,"Department of Neurosurgery, First Affiliated Hospital of the Medical College of Xi'an Jiaotong University, Xi'an, Shaanxi 710061, P.R. China.",
2014,Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells.,24520288,Dong,Dan-Feng,DF,"Department of Oncology, First Affiliated Hospital of the Medical College of Xi'an Jiaotong University, Xi'an, Shaanxi 710061, P.R. China.",
2014,Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells.,24520288,Gao,Ke,K,"Department of Neurosurgery, First Affiliated Hospital of the Medical College of Xi'an Jiaotong University, Xi'an, Shaanxi 710061, P.R. China.",
2014,Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells.,24520288,Wang,Mao-DE,MD,"Department of Neurosurgery, First Affiliated Hospital of the Medical College of Xi'an Jiaotong University, Xi'an, Shaanxi 710061, P.R. China.",
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Lu,Huasong,H,"School of Pharmaceutical Sciences, Innovation Center for Cell Biology, Xiamen University, Xiamen 361005, Fujian, China.",
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Li,Zichong,Z,None,
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Xue,Yuhua,Y,None,
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Schulze-Gahmen,Ursula,U,None,
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Johnson,Jeffrey R,JR,None,
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Krogan,Nevan J,NJ,None,
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Alber,Tom,T,None,
2014,AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation.,24367103,Zhou,Qiang,Q,None,
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Shima,Haruko,H,"Division of Hematological Malignancy, National Cancer Center Research Institute, 5-1-1 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan.",
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Yamagata,Kazutsune,K,None,
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Aikawa,Yukiko,Y,None,
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Shino,Mika,M,None,
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Koseki,Haruhiko,H,None,
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Shimada,Hiroyuki,H,None,
2014,Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion.,24258712,Kitabayashi,Issay,I,None,
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,<lastname>WyspiaÅãska</lastname>,B S,BS,"Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Bannister,A J,AJ,"Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Barbieri,I,I,"Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Nangalia,J,J,"1] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK [2] Addenbrooke's Hospital, Department of Haematology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Godfrey,A,A,"1] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK [2] Addenbrooke's Hospital, Department of Haematology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Calero-Nieto,F J,FJ,"Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Robson,S,S,"Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Rioja,I,I,"Epinova DPU, Immuno-Inflammation Centre of Excellence for Drug Discovery, GlaxoSmithKline, Medicines Research Centre, Stevenage, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Li,J,J,"1] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK [2] Addenbrooke's Hospital, Department of Haematology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Wiese,M,M,"1] Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK [2] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Cannizzaro,E,E,"1] Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK [2] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Dawson,M A,MA,"1] Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK [2] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK [3] Addenbrooke's Hospital, Department of Haematology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Huntly,B,B,"Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Prinjha,R K,RK,"Epinova DPU, Immuno-Inflammation Centre of Excellence for Drug Discovery, GlaxoSmithKline, Medicines Research Centre, Stevenage, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Green,A R,AR,"1] Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK [2] Addenbrooke's Hospital, Department of Haematology, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Gottgens,B,B,"Department of Haematology, Cambridge Institute for Medical Research and The Wellcome Trust and MRC Stem Cell Institute, University of Cambridge, Cambridge, UK.",
2014,BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms.,23929215,Kouzarides,T,T,"Gurdon Institute and Department of Pathology, University of Cambridge, Cambridge, UK.",
2014,Mechanism and factors that control HIV-1 transcription and latency activation.,24793763,Liu,Rong-Diao,RD,"School of Pharmaceutical Sciences, Xiamen University, Xiamen 361102, China.",
2014,Mechanism and factors that control HIV-1 transcription and latency activation.,24793763,Wu,Jun,J,None,
2014,Mechanism and factors that control HIV-1 transcription and latency activation.,24793763,Shao,Rui,R,None,
2014,Mechanism and factors that control HIV-1 transcription and latency activation.,24793763,Xue,Yu-Hua,YH,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Larue,Ross C,RC,"Center for Retrovirus Research and College of Pharmacy, The Ohio State University, Columbus, Ohio 43210, USA, Department of Chemistry and Biochemistry, The Ohio State University, Columbus, Ohio 43210, Department of Microbiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104, USA and Department of Pharmacology, Robert Wood Johnson Medical School, University of Medicine and Dentistry of New Jersey, Piscataway, NJ 08854, USA.",
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Plumb,Matthew R,MR,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Crowe,Brandon L,BL,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Shkriabai,Nikoloz,N,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Sharma,Amit,A,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,DiFiore,Julia,J,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Malani,Nirav,N,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Aiyer,Sriram S,SS,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Roth,Monica J,MJ,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Bushman,Frederic D,FD,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Foster,Mark P,MP,None,
2014,Bimodal high-affinity association of Brd4 with murine leukemia virus integrase and mononucleosomes.,24520112,Kvaratskhelia,Mamuka,M,None,
2014,Reactivation of HIV latency by a newly modified Ingenol derivative via protein kinase Cë«-NF-ë_B signaling.,24804860,Jiang,Guochun,G,"<affiliation>aDepartment of Medical Microbiology &amp; Immunology, University of California, Davis bSection of Infectious Diseases, Department of Medicine, University of California, San Francisco cDepartment of Molecular &amp; Cellular Biology dDepartment of Internal Medicine, Division of Infectious Diseases, University of California, Davis, California, USA eInstitute of Biology and Department of Genetics, UFRJ Rio de Janeiro fKyoLab, Valinhos, SÌ£o Paulo, Brazil. *Guochun Jiang and Erica A. Mendes contributed equally to the writing of this article.</affiliation>",
2014,Reactivation of HIV latency by a newly modified Ingenol derivative via protein kinase Cë«-NF-ë_B signaling.,24804860,Mendes,Erica A,EA,None,
2014,Reactivation of HIV latency by a newly modified Ingenol derivative via protein kinase Cë«-NF-ë_B signaling.,24804860,Kaiser,Philipp,P,None,
2014,Reactivation of HIV latency by a newly modified Ingenol derivative via protein kinase Cë«-NF-ë_B signaling.,24804860,Sankaran-Walters,Sumathi,S,None,
2014,Reactivation of HIV latency by a newly modified Ingenol derivative via protein kinase Cë«-NF-ë_B signaling.,24804860,Tang,Yuyang,Y,None,
